faction_id|name|id|type|cp_cost|turn|phase|detachment|detachment_id|description|timing|effects_json
AoI|INVIOLATE JURISDICTION|inviolate-jurisdiction-ordo-hereticus-purgation-force|Ordo Hereticus, Purgation Force – Strategic Ploy Stratagem|1|Either player's turn|Shooting or Fight phase|Ordo Hereticus, Purgation Force|ordo-hereticus-purgation-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|STUN GRENADES|stun-grenades-ordo-hereticus-purgation-force|Ordo Hereticus, Purgation Force – Wargear Stratagem|1|Either player's turn|Any phase|Ordo Hereticus, Purgation Force|ordo-hereticus-purgation-force|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|PRIME TARGET|prime-target-veiled-blade-elimination-force|Veiled Blade Elimination Force – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Veiled Blade Elimination Force|veiled-blade-elimination-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|HYPERSTIMMS|hyperstimms-veiled-blade-elimination-force|Veiled Blade Elimination Force – Battle Tactic Stratagem|2|Either player's turn|Shooting or Fight phase|Veiled Blade Elimination Force|veiled-blade-elimination-force|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|WILL-SAPPING SALVO|will-sapping-salvo-veiled-blade-elimination-force|Veiled Blade Elimination Force – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Veiled Blade Elimination Force|veiled-blade-elimination-force|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|ORBITAL OVERSIGHT|orbital-oversight-veiled-blade-elimination-force|Veiled Blade Elimination Force – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Veiled Blade Elimination Force|veiled-blade-elimination-force|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|BLIND GRENADES|blind-grenades-veiled-blade-elimination-force|Veiled Blade Elimination Force – Strategic Ploy Stratagem|1|Opponent's turn|Charge phase|Veiled Blade Elimination Force|veiled-blade-elimination-force|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|ENSNARING TRAP|ensnaring-trap-veiled-blade-elimination-force|Veiled Blade Elimination Force – Strategic Ploy Stratagem|1|Opponent's turn|Charge phase|Veiled Blade Elimination Force|veiled-blade-elimination-force|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|ARMOUR OF CONTEMPT|armour-of-contempt-ordo-xenos-alien-hunters|Ordo Xenos, Alien Hunters – Battle Tactic Stratagem|1|Either player's turn|Shooting or Fight phase|Ordo Xenos, Alien Hunters|ordo-xenos-alien-hunters|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|ADAPTIVE TACTICS|adaptive-tactics-ordo-xenos-alien-hunters|Ordo Xenos, Alien Hunters – Strategic Ploy Stratagem|1|Your turn|Command phase|Ordo Xenos, Alien Hunters|ordo-xenos-alien-hunters|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|RAPID TACTICAL RELOCATION|rapid-tactical-relocation-ordo-xenos-alien-hunters|Ordo Xenos, Alien Hunters – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Ordo Xenos, Alien Hunters|ordo-xenos-alien-hunters|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|HELLFIRE ROUNDS|hellfire-rounds-ordo-xenos-alien-hunters|Ordo Xenos, Alien Hunters – Wargear Stratagem|1|Your turn|Shooting phase|Ordo Xenos, Alien Hunters|ordo-xenos-alien-hunters|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|DRAGONFIRE ROUNDS|dragonfire-rounds-ordo-xenos-alien-hunters|Ordo Xenos, Alien Hunters – Wargear Stratagem|1|Your turn|Shooting phase|Ordo Xenos, Alien Hunters|ordo-xenos-alien-hunters|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|KRAKEN ROUNDS|kraken-rounds-ordo-xenos-alien-hunters|Ordo Xenos, Alien Hunters – Wargear Stratagem|1|Your turn|Shooting phase|Ordo Xenos, Alien Hunters|ordo-xenos-alien-hunters|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|RITUAL OF WARDING|ritual-of-warding-ordo-malleus-daemon-hunters|Ordo Malleus, Daemon Hunters – Strategic Ploy Stratagem|1|Either player's turn|Command phase|Ordo Malleus, Daemon Hunters|ordo-malleus-daemon-hunters|<b>WHEN:</b> Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|RITES OF EXORCISM|rites-of-exorcism-ordo-malleus-daemon-hunters|Ordo Malleus, Daemon Hunters – Strategic Ploy Stratagem|1|Either player's turn|Shooting or Fight phase|Ordo Malleus, Daemon Hunters|ordo-malleus-daemon-hunters|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|STEEL HEART|steel-heart-ordo-malleus-daemon-hunters|Ordo Malleus, Daemon Hunters – Strategic Ploy Stratagem|1|Your turn|Movement phase|Ordo Malleus, Daemon Hunters|ordo-malleus-daemon-hunters|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|TRUESILVER ARMOUR|truesilver-armour-ordo-malleus-daemon-hunters|Ordo Malleus, Daemon Hunters – Wargear Stratagem|1|Either player's turn|Shooting or Fight phase|Ordo Malleus, Daemon Hunters|ordo-malleus-daemon-hunters|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|HEXAGRAMMIC WARDS|hexagrammic-wards-ordo-malleus-daemon-hunters|Ordo Malleus, Daemon Hunters – Wargear Stratagem|1|Either player's turn|Shooting or Fight phase|Ordo Malleus, Daemon Hunters|ordo-malleus-daemon-hunters|<b>WHEN:</b> Shooting or Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AoI|PSYBOLT AMMUNITION|psybolt-ammunition-ordo-malleus-daemon-hunters|Ordo Malleus, Daemon Hunters – Wargear Stratagem|1|Your turn|Shooting phase|Ordo Malleus, Daemon Hunters|ordo-malleus-daemon-hunters|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|CRACK SHOTS|crack-shots-recon-element|Recon Element – Battle Tactic Stratagem|1|Your turn|Shooting phase|Recon Element|recon-element|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|SCOUTING OUTRIDERS|scouting-outriders-recon-element|Recon Element – Battle Tactic Stratagem|1|Opponent's turn|Fight phase|Recon Element|recon-element|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|DRAW THEM OUT|draw-them-out-recon-element|Recon Element – Strategic Ploy Stratagem|1|Opponent's turn|Movement phase|Recon Element|recon-element|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|COURAGEOUS DIVERSION|courageous-diversion-recon-element|Recon Element – Strategic Ploy Stratagem|1|Opponent's turn|Shooting phase|Recon Element|recon-element|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|SCRAMBLE FIELD|scramble-field-recon-element|Recon Element – Wargear Stratagem|1|Opponent's turn|Movement phase|Recon Element|recon-element|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|TANGLEFOOT GRENADES|tanglefoot-grenades-recon-element|Recon Element – Wargear Stratagem|1|Opponent's turn|Charge phase|Recon Element|recon-element|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|BLAZING ADVANCE|blazing-advance-hammer-of-the-emperor|Hammer of the Emperor – Battle Tactic Stratagem|1|Your turn|Movement phase|Hammer of the Emperor|hammer-of-the-emperor|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|FURIOUS CANNONADE|furious-cannonade-hammer-of-the-emperor|Hammer of the Emperor – Battle Tactic Stratagem|1|Your turn|Shooting phase|Hammer of the Emperor|hammer-of-the-emperor|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|FINAL HOUR|final-hour-hammer-of-the-emperor|Hammer of the Emperor – Epic Deed Stratagem|1|Your turn|Command phase|Hammer of the Emperor|hammer-of-the-emperor|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|TACTICAL WITHDRAWAL|tactical-withdrawal-hammer-of-the-emperor|Hammer of the Emperor – Strategic Ploy Stratagem|1|Your turn|Movement phase|Hammer of the Emperor|hammer-of-the-emperor|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|CRASH THROUGH|crash-through-hammer-of-the-emperor|Hammer of the Emperor – Strategic Ploy Stratagem|1|Your turn|Movement or Charge phase|Hammer of the Emperor|hammer-of-the-emperor|<b>WHEN:</b> Your Movement or Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|ABLATIVE PLATING|ablative-plating-hammer-of-the-emperor|Hammer of the Emperor – Wargear Stratagem|2|Opponent's turn|Shooting phase|Hammer of the Emperor|hammer-of-the-emperor|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|COORDINATED ACTION|coordinated-action-combined-arms|Combined Arms – Battle Tactic Stratagem|1|Either player's turn|Any phase|Combined Arms|combined-arms|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|FIELDS OF FIRE|fields-of-fire-combined-arms|Combined Arms – Battle Tactic Stratagem|1|Your turn|Shooting phase|Combined Arms|combined-arms|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|STALWART PROTECTOR|stalwart-protector-combined-arms|Combined Arms – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Combined Arms|combined-arms|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|INSPIRED COMMAND|inspired-command-combined-arms|Combined Arms – Epic Deed Stratagem|1|Opponent's turn|Command phase|Combined Arms|combined-arms|<b>WHEN:</b> Opponent's Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|REINFORCEMENTS!|reinforcements-combined-arms|Combined Arms – Strategic Ploy Stratagem|2|Either player's turn|Any phase|Combined Arms|combined-arms|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|FLEXIBLE COMMAND|flexible-command-combined-arms|Combined Arms – Strategic Ploy Stratagem|2|Your turn|Command phase|Combined Arms|combined-arms|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|VETERAN SHARPSHOOTERS|veteran-sharpshooters-grizzled-company|Grizzled Company – Battle Tactic Stratagem|1|Your turn|Shooting phase|Grizzled Company|grizzled-company|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|PURGING FIRE|purging-fire-grizzled-company|Grizzled Company – Battle Tactic Stratagem|1|Your turn|Shooting phase|Grizzled Company|grizzled-company|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|MORDIAN MINUTE|mordian-minute-grizzled-company|Grizzled Company – Battle Tactic Stratagem|1|Your turn|Shooting phase|Grizzled Company|grizzled-company|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|ADDITIONAL ARMOUR|additional-armour-grizzled-company|Grizzled Company – Battle Tactic Stratagem|1|Opponent's turn|Shooting phase|Grizzled Company|grizzled-company|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|SNAP TO IT|snap-to-it-grizzled-company|Grizzled Company – Epic Deed Stratagem|1|Either player's turn|Any phase|Grizzled Company|grizzled-company|<b>WHEN:</b> Any phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|NO RETREAT!|no-retreat-grizzled-company|Grizzled Company – Strategic Ploy Stratagem|1|Your turn|Command phase|Grizzled Company|grizzled-company|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|ON MY POSITION|on-my-position-bridgehead-strike|Bridgehead Strike – Epic Deed Stratagem|1|Opponent's turn|Fight phase|Bridgehead Strike|bridgehead-strike|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM REGIMENT unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase: Roll one D6: on a 2+, all enemy units suffer D6 mortal wounds. This model suffers 3D3 mortal wounds. Applies to: units with Astra Militarum, Regiment.|once-per-phase|
AM|FIRING HOT|firing-hot-bridgehead-strike|Bridgehead Strike – Battle Tactic Stratagem|2|Your turn|Shooting phase|Bridgehead Strike|bridgehead-strike|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase: Add 1 to the unit's Strength characteristic (ranged). Add 1 to the unit's Armour Penetration characteristic (ranged). Applies to: units with Astra Militarum.|once-per-phase|
AM|SERVO-DESIGNATORS|servo-designators-bridgehead-strike|Bridgehead Strike – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Bridgehead Strike|bridgehead-strike|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM MILITARUM TEMPESTUS unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, all friendly units' weapons gain [IGNORES COVER]. Applies to: units with Astra Militarum, Militarum Tempestus.|once-per-phase|
AM|CLEAR AND SECURE|clear-and-secure-mechanised-assault|Mechanised Assault – Battle Tactic Stratagem|1|Your turn|Shooting phase|Mechanised Assault|mechanised-assault|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|SWIFT INTERCEPTION|swift-interception-mechanised-assault|Mechanised Assault – Battle Tactic Stratagem|1|Opponent's turn|Movement phase|Mechanised Assault|mechanised-assault|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|HASTY EXTRACTION|hasty-extraction-mechanised-assault|Mechanised Assault – Battle Tactic Stratagem|1|Opponent's turn|Charge phase|Mechanised Assault|mechanised-assault|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|RAPID DISPERSAL|rapid-dispersal-mechanised-assault|Mechanised Assault – Strategic Ploy Stratagem|1|Your turn|Movement phase|Mechanised Assault|mechanised-assault|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|MOVE OUT|move-out-mechanised-assault|Mechanised Assault – Strategic Ploy Stratagem|1|Opponent's turn|Fight phase|Mechanised Assault|mechanised-assault|<b>WHEN:</b> Opponent's Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|VOX-RELAY|vox-relay-mechanised-assault|Mechanised Assault – Wargear Stratagem|1|Your turn|Command phase|Mechanised Assault|mechanised-assault|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|CALLOUS SACRIFICE|callous-sacrifice-siege-regiment|Siege Regiment – Battle Tactic Stratagem|1|Your turn|Shooting phase|Siege Regiment|siege-regiment|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|TRENCH FIGHTERS|trench-fighters-siege-regiment|Siege Regiment – Battle Tactic Stratagem|1|Either player's turn|Fight phase|Siege Regiment|siege-regiment|<b>WHEN:</b> Fight phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|FURIOUS FUSILLADE|furious-fusillade-siege-regiment|Siege Regiment – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Siege Regiment|siege-regiment|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|OVER THE TOP|over-the-top-siege-regiment|Siege Regiment – Strategic Ploy Stratagem|2|Your turn|Command phase|Siege Regiment|siege-regiment|<b>WHEN:</b> Your Command phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|MINEFIELD|minefield-siege-regiment|Siege Regiment – Wargear Stratagem|1|Opponent's turn|Charge phase|Siege Regiment|siege-regiment|<b>WHEN:</b> Opponent's Charge phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|FLARE BURST|flare-burst-siege-regiment|Siege Regiment – Wargear Stratagem|1|Your turn|Shooting phase|Siege Regiment|siege-regiment|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One unit from your army.<br><br><b>EFFECT:</b> Official 11e effect text is not available in the 40kdc dataset.|once-per-phase|
AM|THICK-SKULLED OBDURANCE|thick-skulled-obdurance-abhuman-auxiliaries|Abhuman Auxiliaries Stratagem|1|Opponent's turn|Shooting or Fight phase|Abhuman Auxiliaries|abhuman-auxiliaries|<b>WHEN:</b> Opponent's Shooting or Fight phase. You can only use this Stratagem once per turn.<br><br><b>TARGET:</b> One ASTRA MILITARUM unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, subtract 1 from the unit's Armour Penetration characteristic. Applies to: units with Astra Militarum.|once-per-turn|[{"type":"worsen_ap","value":1}]
AM|LOW PROFILE|low-profile-abhuman-auxiliaries|Abhuman Auxiliaries Stratagem|1|Your turn|Shooting phase|Abhuman Auxiliaries|abhuman-auxiliaries|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One RATLINGS unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gains the Remain Hidden After Shooting ability. Applies to: units with Ratlings.|once-per-phase|
AM|STIRRED TO ACTION|stirred-to-action-abhuman-auxiliaries|Abhuman Auxiliaries Stratagem|1|Opponent's turn|Shooting phase|Abhuman Auxiliaries|abhuman-auxiliaries|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit can make a Surge move of up to D6". Applies to: units with Astra Militarum.|once-per-phase|
AM|CLOSE-RANGE DETECTION|close-range-detection-designation-force|Designation Force Stratagem|1|Your turn|Shooting phase|Designation Force|designation-force|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM INFANTRY unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gains the Detection Range Modifier ability. Applies to: units with Astra Militarum Infantry.|once-per-phase|
AM|TRIGGERED ALERTS|triggered-alerts-designation-force|Designation Force Stratagem|1|Opponent's turn|Movement phase|Designation Force|designation-force|<b>WHEN:</b> Opponent's Movement phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM INFANTRY unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit can make a Normal move of up to D3+3". Applies to: units with Astra Militarum Infantry.|once-per-phase|
AM|SUMP-SMOG SCREEN|sump-smog-screen-designation-force|Designation Force Stratagem|1|Opponent's turn|Shooting phase|Designation Force|designation-force|<b>WHEN:</b> Opponent's Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM INFANTRY unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gains the Benefit of Cover ability. Applies to: units with Astra Militarum Infantry.|once-per-phase|
AM|ENGINE OF WRATH|engine-of-wrath-steel-hammer|Steel Hammer – Epic Deed Stratagem|1|Your turn|Fight phase|Steel Hammer|steel-hammer|<b>WHEN:</b> Your Fight phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM TITANIC unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase: Add 6 to the unit's Attacks characteristic (melee). Add 2 to the unit's Armour Penetration characteristic (melee). Applies to: units with Astra Militarum, Titanic.|once-per-phase|[{"type":"plus_attacks","value":6,"scope":"melee"},{"type":"improve_ap","value":2}]
AM|SHATTERING SALVO|shattering-salvo-steel-hammer|Steel Hammer – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Steel Hammer|steel-hammer|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM TITANIC unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, all enemy units cannot benefit from Cover. Applies to: units with Astra Militarum, Titanic.|once-per-phase|
AM|IMPOSING ARRIVAL|imposing-arrival-steel-hammer|Steel Hammer – Strategic Ploy Stratagem|1|Your turn|Movement phase|Steel Hammer|steel-hammer|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM TITANIC unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit gains the Ingress Move ability. Applies to: units with Astra Militarum, Titanic.|once-per-phase|
AM|WITHERING FIREPOWER|withering-firepower-steel-hammer|Steel Hammer – Strategic Ploy Stratagem|1|Your turn|Shooting phase|Steel Hammer|steel-hammer|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM VEHICLE unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, subtract 1 from the Battle-shock test of all enemy units. Applies to: units with Astra Militarum, Vehicle.|once-per-phase|
AM|ADAMANTINE BEHEMOTH|adamantine-behemoth-steel-hammer|Steel Hammer – Strategic Ploy Stratagem|1|Your turn|Movement or Charge phase|Steel Hammer|steel-hammer|<b>WHEN:</b> Your Movement or Charge phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM VEHICLE unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, the unit can move over terrain features as though they were not there. Applies to: units with Astra Militarum, Vehicle.|once-per-phase|
AM|ACCURACY UNDER PRESSURE|accuracy-under-pressure-steel-hammer|Steel Hammer – Battle Tactic Stratagem|2|Your turn|Shooting phase|Steel Hammer|steel-hammer|<b>WHEN:</b> Your Shooting phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, you can re-roll the Hit roll. Applies to: units with Astra Militarum.|once-per-phase|[{"type":"reroll_hits","scope":"failed"}]
AM|ORDER THE ADVANCE|order-the-advance-armoured-infantry|Armoured Infantry – Battle Tactic Stratagem|1|Your turn|Movement phase|Armoured Infantry|armoured-infantry|<b>WHEN:</b> Your Movement phase.<br><br><b>TARGET:</b> One ASTRA MILITARUM unit from your army.<br><br><b>EFFECT:</b> Until the end of the phase, you can re-roll the Advance roll. Applies to: units with Astra Militarum.|once-per-phase|
